audiofile;word;prev_phone;phone;next_phone;starttime;duration;centergravity;TEMPO;N;VD;VD_AP;VD_0S;VD_HAP;CONT_PREC;OCORRENCIA;CONT_SEGUINTE;ITEM_LEXICAL;TRANSC_FONOLOGICA_SILAC;CONT_FON_PREC;CONT_FON_SEG;CFS_ponto;TONICIDADE;POSICAO_S;CLASSE_MORFOLOGICA;STATUS_MORFOLOGICO;ARQUIVO;LOCALIZACAO;AMOSTRA;ESTADO;GENERO;IDADE;FAIXA_ETARIA;ESCOLARIDADE;IDADE_MIGRACAO;IDADE_MIGRACAO_fat;TEMPO_RESIDENCIA;TEMPO_RESIDENCIA_fat;INDICE_SOCIO;CLASSE_SOCIAL;QUAL_AUDIO;diferenca_tempo
ALCP_2018MA+_WalterN;mesma;e;s;m;1485,669;30;63;00:24:45.669;3121;A;A;S;AP;uma né? S foi aconteceu a;mesma <A>;coisa começou a ficar difícil;mesma;'mes-ma;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:24:47;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,33099999999990e+00
ALCP_2018MA+_WalterN;mesma;e;s;m;1488,291;30;109;00:24:48.291;3121;A;A;S;AP;uma né? S foi aconteceu a;mesma <A>;coisa começou a ficar difícil;mesma;'mes-ma;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:24:47;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,29099999999994e+00
ALCP_2018MA+_WalterN;mesmo;e;s;m;1300,890;50;193;00:21:40.890;3085;A;A;S;AP;Grande Paulista <A> é Vargem Grande;mesmo <A>;poucos <A> vai saber S;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:21:39;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,89000000000010e+00
ALCP_2018MA+_WalterN;mesmo;e;s;m;1744,525;50;424;00:29:04.525;3168;A;A;S;AP;certo né? S não deu certo;mesmo <A>;começou enfim as <A> briga;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:29:03;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,52500000000009e+00
ALCP_2018MA+_WalterN;mesmo;e;s;m;1750,473;40;525;00:29:10.473;3170;A;A;S;AP;sai um pouco daquele grupo S;mesmo <A>;S mesmo <A> eu sendo;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:29:10;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;4,72999999999956e-01
ALCP_2018MA+_WalterN;mesmo;e;s;m;1751,694;30;77;00:29:11.694;3171;A;A;S;AP;daquele grupo S mesmo <A> S;mesmo <A>;eu sendo da igreja S;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:29:11;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;6,93999999999960e-01
ALCP_2018MA+_WalterN;mesmo;e;s;m;1753,243;50;1256;00:29:13.243;3172;A;A;S;AP;<A> eu sendo da igreja S;mesmo <A>;eu estando <E> ali com;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:29:13;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;2,42999999999938e-01
ALCP_2018MA+_WalterN;mesmo;e;s;m;1803,506;30;303;00:30:03.506;3182;A;A;S;AP;já mesmo <A> S já S;mesmo <A>;com o relacionamento eu já;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:30:05;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,49399999999991e+00
ALCP_2018MA+_WalterN;mesmo;e;s;m;1805,316;50;589;00:30:05.316;3182;A;A;S;AP;já mesmo <A> S já S;mesmo <A>;com o relacionamento eu já;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:30:05;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;3,16000000000031e-01
ALCP_2018MA+_WalterN;mesmo;e;s;m;1903,759;60;24;00:31:43.759;3202;A;A;S;AP;<A> S e lá na Palmerinha;mesmo <A>;entendeu? D1 uhum S então;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:31:44;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;2,40999999999985e-01
ALCP_2018MA+_WalterN;mesmo;e;s;m;1905,360;30;80;00:31:45.360;3202;A;A;S;AP;<A> S e lá na Palmerinha;mesmo <A>;entendeu? D1 uhum S então;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:31:44;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,35999999999990e+00
ALCP_2018MA+_WalterN;mesmo;e;s;m;2046,601;50;640;00:34:06.601;3226;A;A;S;AP;enfim S eu tinha um relacionamento;mesmo <A>;ainda S tinha voltado D1;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:34:05;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,60100000000011e+00
ALCP_2018MA+_WalterN;mesmo;e;s;m;2383,172;30;462;00:39:43.172;3285;A;A;S;AP;chegava nem a ser na cidade;mesmo <A>;bairro mais <A> próximo S;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:39:42;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,17200000000003e+00
ALCP_2018MA+_WalterN;nós;c;s;t;1219,359;40;784;00:20:19.359;3067;A;A;S;AP;junto né? S não tinha S;nós <A>;tudo era criança ainda né?;nós;'nos;c;t;coronal;tonica;final;pronome;raiz;ALCP_2018MA+_WalterN;00:20:19;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;3,58999999999924e-01
ALCP_2018MA+_WalterN;nós;c;s;k;1371,413;40;1829;00:22:51.413;3098;A;A;S;AP;de casa e dos <A> filho;nós <A>;que era tudo S molecão;nós;'nos;c;k;posterior;tonica;final;pronome;raiz;ALCP_2018MA+_WalterN;00:22:49;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;2,41300000000001e+00
ALCP_2018MA+_WalterN;nós;c;s;#;2053,664;149;290;00:34:13.664;3229;A;A;S;AP;mais <H> em conta S pra;nós <A>;S morei cinco an/ cinco;nós;'nos;c;#;pausa;tonica;final;pronome;raiz;ALCP_2018MA+_WalterN;00:34:13;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;6,64000000000215e-01
ALCP_2018MA+_WalterN;nós;c;s;t;2066,520;70;1180;00:34:26.520;3231;A;A;S;AP;<E> sozinha e tal S e;nós <A>;tudo irmão aqui S ela;nós;'nos;c;t;coronal;tonica;final;pronome;raiz;ALCP_2018MA+_WalterN;00:34:26;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;5,19999999999982e-01
ALCP_2018MA+_WalterN;nós;c;s;#;2072,167;162;215;00:34:32.167;3234;A;A;S;AP;<A> S por estar <A> com;nós <A>;S aí acabou que que;nós;'nos;c;#;pausa;tonica;final;pronome;raiz;ALCP_2018MA+_WalterN;00:34:31;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,16699999999992e+00
ALCP_2018MA+_WalterN;paulista;i;s;t;1300,130;60;5291;00:21:40.130;3084;A;A;S;AP;Vargem Grande S não Vargem Grande;Paulista <A>;é Vargem Grande mesmo <A>;paulista;paw-'lis-ta;i;t;coronal;tonica;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:21:39;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,13000000000011e+00
ALCP_2018MA+_WalterN;paz;a;s;#;2071,024;126;5014;00:34:31.024;3232;A;A;S;AP;né? S tinha assi/ e sentia;paz <A>;S por estar <A> com;paz;'pas;a;#;pausa;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:34:30;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,02399999999989e+00
ALCP_2018MA+_WalterN;pescava;e;s;k;1230,202;90;75;00:20:30.202;3069;A;A;S;AP;lá o clima S a gente;pescava <A>;jogava bola S chácara então;pescava;pes-'ka-va;e;k;posterior;atona;medial;verbo;raiz;ALCP_2018MA+_WalterN;00:20:29;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,20200000000000e+00
ALCP_2018MA+_WalterN;questão;e;s;t;1710,965;100;1773;00:28:30.965;3162;A;A;S;AP;então aí é uma co/ uma;questão <A>;né? que S pessoal assim;questão;kes-'tAw;e;t;coronal;atona;medial;substantivo;raiz;ALCP_2018MA+_WalterN;00:28:30;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;9,64999999999918e-01
ALCP_2018MA+_WalterN;quis;i;s;v;1210,743;30;325;00:20:10.743;3064;A;A;S;AP;ela quis <A> ir embora S;quis <A>;voltar pra Alagoas <A> D1;quis;'kis;i;v;labial;tonica;final;verbo;raiz;ALCP_2018MA+_WalterN;00:20:10;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;7,42999999999938e-01
ALCP_2018MA+_WalterN;quis;i;s;#;1889,294;200;91;00:31:29.294;3198;A;A;S;AP;sempre fui apegado à ela eu;quis <A>;S também estar <E> com;quis;'kis;i;#;pausa;tonica;final;verbo;raiz;ALCP_2018MA+_WalterN;00:31:27;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;2,29400000000010e+00
ALCP_2018MA+_WalterN;quis;i;s;m;2194,155;60;6957;00:36:34.155;3252;A;A;S;AP;aí a partir daí eu não;quis <A>;morar mais <A> com ninguém;quis;'kis;i;m;labial;tonica;final;verbo;raiz;ALCP_2018MA+_WalterN;00:36:33;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,15500000000020e+00
ALCP_2018MA+_WalterN;rapaz;a;s;#;2124,246;180;8231;00:35:24.246;3239;A;A;S;AP;foi onde eu conheci S esse;rapaz <A>;né? S por ser dono;rapaz;ha-'pas;a;n;coronal;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:35:23;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,24600000000009e+00
ALCP_2018MA+_WalterN;rapaz;a;s;#;2158,395;40;461;00:35:58.395;3246;A;A;S;AP;<0> você fala lá com o;rapaz <A>;que é meu amigo porque;rapaz;ha-'pas;a;k;posterior;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:35:57;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,39499999999998e+00
ALCP_2018MA+_WalterN;resisti;i;s;t;1795,539;70;4096;00:29:55.539;3178;A;A;S;AP;"é muito bom"" S então não";resisti <A>;né? S ah o meu;resisti;he-zis-'ti;i;t;coronal;atona;medial;verbo;raiz;ALCP_2018MA+_WalterN;00:29:55;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;5,38999999999987e-01
ALCP_2018MA+_WalterN;sustentar;u;s;t;1397,101;30;2163;00:23:17.101;3103;A;A;S;AP;conta e pagar aluguel S a;sustentar <A>;a casa aí ele começou;sustentar;sus-tE-'tar;u;t;coronal;atona;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:23:16;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,10100000000011e+00
ALCP_2018MA+_WalterN;sustentar;u;s;t;2301,139;70;3145;00:38:21.139;3269;A;A;S;AP;se não eu não consigo me;sustentar <A>;que se parar um mês;sustentar;sus-tE-'tar;u;t;coronal;atona;medial;adjetivo;raiz;ALCP_2018MA+_WalterN;00:38:19;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;2,13900000000012e+00
ALCP_2018MA+_WalterN;triste;i;s;t;1419,876;30;840;00:23:39.876;3109;P;P;S;AP;eu fui es/ <P> S né?;triste <P>;pra Alagoas <A> S que;triste;'tRis-te;i;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MA+_WalterN;00:23:39;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;8,75999999999976e-01
ALCP_2018MA+_WalterN;triste;i;s;t;1592,567;10;889;00:26:32.567;3139;P;P;S;AP;gente fica meio assim né? S;triste <P>;às <A> vezes <A> S;triste;'tRis-te;i;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MA+_WalterN;00:26:32;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;5,67000000000007e-01
ALCP_2018MA+_WalterN;triste;i;s;t;2029,968;50;2532;00:33:49.968;3223;A;A;S;AP;voltando de novo pra Holambra S;triste <A>;né? mas <A> S de;triste;'tRis-te;i;t;coronal;tonica;medial;verbo;raiz;ALCP_2018MA+_WalterN;00:33:49;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;9,68000000000075e-01
ALCP_2018MA+_WalterN;três;e;s;k;1238,214;90;849;00:20:38.214;3071;A;A;S;AP;mais <A> por S acho que;três <A>;quatro ano S nesse/ nesse/;três;'tRes;e;k;posterior;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:20:37;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,21399999999994e+00
ALCP_2018MA+_WalterN;três;e;s;m;2002,513;60;121;00:33:22.513;3219;A;A;S;AP;de frango D1 uhum S trabalhei;três <A>;meses <A> S aí foi;três;'tRes;e;m;labial;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:33:21;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,51299999999992e+00
ALCP_2018MA+_WalterN;três;e;s;k;2191,659;100;4307;00:36:31.659;3250;A;A;S;AP;e aí ela está <E> a;três <A>;quatro meses <A> lá e;três;'tRes;e;k;posterior;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:36:30;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,65900000000011e+00
ALCP_2018MA+_WalterN;vez;e;s;v;1246,892;50;795;00:20:46.892;3072;A;A;S;AP;que meu pai mais <A> uma;vez <A>;veio pro sul só que;vez;'ves;e;v;labial;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:20:44;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;2,89200000000005e+00
ALCP_2018MA+_WalterN;vez;e;s;#;1248,432;236;5478;00:20:48.432;3072;A;A;S;AP;que meu pai mais <A> uma;vez <A>;veio pro sul só que;vez;'ves;e;v;labial;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:20:44;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;4,43200000000002e+00
ALCP_2018MA+_WalterN;vez;e;s;v;1402,631;70;566;00:23:22.631;3104;A;A;S;AP;a gente S mais <A> uma;vez <A>;voltou pra Alagoas <A> D1;vez;'ves;e;v;labial;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:23:21;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,63100000000009e+00
ALCP_2018MA+_WalterN;vez;e;s;#;1490,900;40;1526;00:24:50.900;3104;A;A;S;AP;a gente S mais <A> uma;vez <A>;voltou pra Alagoas <A> D1;vez;'ves;e;v;labial;tonica;final;substantivo;raiz;ALCP_2018MA+_WalterN;00:23:21;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;8,99000000000001e+01
ALCP_2018MA+_WalterN;às;a;s;v;1592,667;80;389;00:26:32.667;3140;A;A;S;AP;meio assim né? S triste <P>;às <A>;vezes <A> S não por/;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;ALCP_2018MA+_WalterN;00:26:32;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;6,66999999999916e-01
ALCP_2018MA+_WalterN;às;a;s;v;1685,128;50;1370;00:28:05.128;3155;A;A;S;AP;S sou católico S né? S;às <A>;vezes <A> eu também vou;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;ALCP_2018MA+_WalterN;00:28:05;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;1,27999999999929e-01
ALCP_2018MA+_WalterN;às;a;s;v;1933,774;30;267;00:32:13.774;3209;A;A;S;AP;de saudade do lugar S e;às <A>;vezes <A> eu vinha passear;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;ALCP_2018MA+_WalterN;00:32:13;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;7,73999999999887e-01
ALCP_2018MA+_WalterN;às;a;s;v;2106,437;60;166;00:35:06.437;3237;A;A;S;AP;noção assim D1 não sei S;às <A>;vezes <A> dá D1 vai;às;'as;a;v;labial;tonica;final;prepArtigo;raiz;ALCP_2018MA+_WalterN;00:35:06;Amostra2;AL;masculino;24;1a;medio;13;19-;12;10+;2,25;C2;04_muito boa;4,36999999999898e-01
ALCP_2018FA-_MarleneN;alagoas;a;s;k;1733,311;80;2123;00:28:53.311;1406;A;A;S;AP;<A> nem pode ser também de;Alagoas <A>;porque aí é um sotaque;alagoas;a-la-'go-as;a;p;labial;atona;final;substantivoProprio;raiz;ALCP_2018FA-_MarleneN;00:28:51;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;2,31099999999992e+00
ALCP_2018FA-_MarleneN;atrás;a;s;d;1952,244;40;430;00:32:32.244;1417;A;A;S;AP;<A> de lá S pra vim;atrás <A>;de emprego tipo assim S;atrás;a-'tRas;a;d;coronal;tonica;final;adverbio;raiz;ALCP_2018FA-_MarleneN;00:32:31;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,24399999999991e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1270,698;40;2236;00:21:10.698;1336;A;A;S;AP;S ah tem gente que fala;bastante <A>;de Porto de Galinha né?;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:21:09;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,69800000000009e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1280,083;70;5610;00:21:20.083;1338;A;A;S;AP;que diz <A> que lá é;bastante <A>;S movimentado D1 uhum S;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:21:19;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,08300000000008e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1329,896;80;4986;00:22:09.896;1342;A;A;S;AP;que é diferente S lá tem;bastante <A>;coisa igual aqui também na;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:22:09;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;8,95999999999958e-01
ALCP_2018FA-_MarleneN;bastante;a;s;t;1334,941;50;2854;00:22:14.941;1346;A;A;S;AP;bastantes <A> <A> lojas <A> S;bastante <A>;mercado D1 uhum S variedade;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:22:14;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;9,41000000000031e-01
ALCP_2018FA-_MarleneN;bastante;a;s;t;1341,666;60;279;00:22:21.666;1350;A;A;S;AP;<A> vezes <A> lá também é;bastante <A>;violento aqui também S então;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:22:18;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;3,66599999999994e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1386,639;60;5396;00:23:06.639;1358;A;A;S;AP;um ponto de referência então tem;bastante <A>;trânsito também D1 então tá;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:23:04;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;2,63899999999990e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1407,246;40;5037;00:23:27.246;1359;A;A;S;AP;pessoa tem no S lá tem;bastante <A>;gente ruim que não ajuda;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:23:26;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,24600000000009e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1451,668;80;4042;00:24:11.668;1373;A;A;S;AP;D1 uhum S então lá é;bastante <A>;assim D1 ah tem uma;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:24:10;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,66799999999989e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1493,610;30;583;00:24:53.610;1374;A;A;S;AP;muito variado D1 aham S diferente;bastante <A>;D1 entendi D1 entendi D1;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:24:52;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,60999999999990e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;1514,289;110;2004;00:25:14.289;1380;A;A;S;AP;minhas <A> cliente D1 uhum S;bastante <A>;S assim S uhn S;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:25:14;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;2,88999999999987e-01
ALCP_2018FA-_MarleneN;bastante;a;s;t;1860,715;70;1405;00:31:00.715;1410;A;A;S;AP;eu vejo que eles <A> puxa;bastante <A>;o erre D1 e o;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:30:58;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;2,71499999999992e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;2250,702;70;4045;00:37:30.702;1431;A;A;S;AP;S mas <A> mora aqui há;bastante <A>;tempo S e D1 tá;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:37:29;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,70200000000023e+00
ALCP_2018FA-_MarleneN;bastante;a;s;t;2299,458;80;2554;00:38:19.458;1433;A;A;S;AP;sim tem bastante <A> S tem;bastante <A>;da Paraíba D1 tem? S;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:38:20;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;5,41999999999916e-01
ALCP_2018FA-_MarleneN;bastante;a;s;t;2300,669;70;4331;00:38:20.669;1433;A;A;S;AP;sim tem bastante <A> S tem;bastante <A>;da Paraíba D1 tem? S;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:38:20;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;6,68999999999869e-01
ALCP_2018FA-_MarleneN;bastante;a;s;t;2364,604;60;1711;00:39:24.604;1444;P;P;S;AP;Nordeste? S ah agora faz <A>;bastante <P>;tempinho hein tem dois <A>;bastante;bas-'tA-te;a;t;coronal;atona;medial;adverbio;raiz;ALCP_2018FA-_MarleneN;00:39:23;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,60399999999981e+00
ALCP_2018FA-_MarleneN;biscoito;i;s;k;2020,277;130;5316;00:33:40.277;1420;A;A;S;AP;argola S atitude S bandido S;biscoito <A>;S caráter S carteiro S;biscoito;bis-'koj-to;i;k;posterior;atona;medial;substantivo;raiz;ALCP_2018FA-_MarleneN;00:33:40;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;2,77000000000044e-01
ALCP_2018FA-_MarleneN;campinas;a;s;t;1221,676;50;3041;00:20:21.676;1334;A;A;S;AP;vezes <A> aqui pro interior de;Campinas <A>;também D1 aham S interior;campinas;kA-'pi-nas;a;t;coronal;atona;final;substantivoProprio;raiz;ALCP_2018FA-_MarleneN;00:20:18;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;3,67599999999993e+00
ALCP_2018FA-_MarleneN;cisne;i;s;n;2028,896;60;65;00:33:48.896;1421;A;A;S;AP;cerveja S chácara S circo S;cisne <A>;S colega S crítica S;cisne;'sis-ne;i;n;coronal;tonica;medial;substantivo;raiz;ALCP_2018FA-_MarleneN;00:33:48;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;8,95999999999958e-01
ALCP_2018FA-_MarleneN;desde;e;s;d;1704,329;30;797;00:28:24.329;1402;A;A;S;AP;D1 daqui é (xxx) S é;desde <A>;quando eu vim S já;desde;'des-de;e;d;coronal;tonica;medial;preposicao;raiz;ALCP_2018FA-_MarleneN;00:28:23;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,32899999999995e+00
ALCP_2018FA-_MarleneN;desfez;e;s;f;1535,850;110;6569;00:25:35.850;1384;A;A;S;AP;S nunca teve S nunca desfez;<A> <A>;"tipo assim ""ai não faz";desfez;des-'fes;e;t;coronal;tonica;final;verbo;raiz;ALCP_2018FA-_MarleneN;00:25:35;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;8,49999999999909e-01
ALCP_2018FA-_MarleneN;desfez;e;s;t;1536,180;30;477;00:25:36.180;1384;A;A;S;AP;S nunca teve S nunca desfez;<A> <A>;"tipo assim ""ai não faz";desfez;des-'fes;e;t;coronal;tonica;final;verbo;raiz;ALCP_2018FA-_MarleneN;00:25:35;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;1,18000000000006e+00
ALCP_2018FA-_MarleneN;deus;w;s;#;1533,156;130;1858;00:25:33.156;1382;A;A;S;AP;que eu trabalho graças <A> a;Deus <A>;S nunca teve S nunca;deus;'dews;w;#;pausa;tonica;final;substantivoProprio;raiz;ALCP_2018FA-_MarleneN;00:25:30;Amostra2;AL;feminino;23;1a;fund2;14;19-;9;9-;1,75;D;04_muito boa;3,15599999999995e+00
